price_czk,district,size_m2,room_count,has_separate_kitchen,floor_number,total_floors,building_type,condition,ownership,furnished,elevator,has_balcony,has_terrace,has_cellar,has_parking
30500,Praha 1,43,2,False,5,6.0,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,False,False,False
22500,Praha 10,52,2,False,2,5.0,Skeletová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
17000,Praha 8,40,2,False,5,,Panelová,Dobrý,Družstevní,Yes,Yes,False,False,True,False
20000,Praha 10,61,3,True,4,,Panelová,Velmi dobrý,Osobní,Unknown,Unknown,True,False,True,False
15000,Praha 2,60,3,True,1,4.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
45000,Praha 6,111,4,False,4,6.0,Cihlová,Novostavba,Osobní,No,Yes,True,True,True,True
25990,Praha 10,92,4,True,2,,Cihlová,Velmi dobrý,Osobní,Yes,No,False,False,False,False
18990,Praha 8,48,2,False,3,,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,False,False,False
13990,Praha 8,28,1,False,2,,Cihlová,Velmi dobrý,Osobní,Unknown,Yes,False,False,False,False
18990,Praha 5,32,2,False,4,,Cihlová,Dobrý,Osobní,Yes,Yes,True,True,False,False
17990,Praha 5,42,2,False,3,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,True,False,False
65000,Praha 1,134,4,False,5,5.0,Cihlová,Po rekonstrukci,Osobní,Partially,Yes,True,True,False,False
33900,Praha 3,63,1,False,4,9.0,Cihlová,Novostavba,Osobní,Yes,Yes,True,False,False,False
42000,Praha 2,100,3,False,4,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,True,False,True
65000,Praha 6,140,4,True,2,3.0,Smíšená,Velmi dobrý,Osobní,Partially,Unknown,True,False,False,True
41500,Praha 4,113,4,True,4,,Smíšená,Po rekonstrukci,Osobní,Unknown,Unknown,False,True,True,False
34200,Praha 3,61,1,False,5,9.0,Cihlová,Novostavba,Osobní,Yes,Yes,True,False,False,False
21300,Praha 3,36,1,False,4,9.0,Cihlová,Novostavba,Osobní,Yes,Yes,False,False,False,False
28000,Praha 5,56,2,False,3,,Smíšená,Novostavba,Osobní,Unknown,Yes,True,False,True,False
53352,Praha 5,71,2,False,2,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,True,False,False
89000,Praha 2,119,4,False,5,6.0,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,False,True,True
22300,Praha 3,37,1,False,5,9.0,Cihlová,Novostavba,Osobní,Yes,Yes,False,False,False,True
21000,Praha 6,56,3,True,3,6.0,Panelová,Po rekonstrukci,Osobní,No,Unknown,False,False,True,False
69000,Praha 5,117,4,False,4,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,True,True,True
36500,Praha 2,52,3,False,4,6.0,Smíšená,Velmi dobrý,Osobní,Yes,Yes,True,False,False,True
20000,Praha 4,41,2,False,8,,Panelová,Po rekonstrukci,Osobní,Unknown,Yes,False,False,False,False
27000,Praha 5,60,3,True,3,4.0,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,True,False
14900,Praha 9,23,1,False,4,4.0,Cihlová,Dobrý,Osobní,No,No,False,True,False,False
39000,Praha 5,84,3,True,1,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,False,False
34000,Praha 3,72,2,False,12,,Skeletová,Novostavba,Osobní,Unknown,Yes,False,False,True,False
49000,Praha 4,102,3,False,6,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,True,False
29000,Praha 6,59,2,False,6,,Cihlová,Novostavba,Osobní,No,Yes,False,True,True,True
40000,Praha 1,117,3,False,3,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
33500,Praha 8,58,2,False,2,,Smíšená,Novostavba,Osobní,No,Yes,False,False,False,False
18900,Praha 9,43,2,False,3,8.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,True,False
21400,Praha 4,52,2,False,1,5.0,Cihlová,Velmi dobrý,Osobní,Partially,No,False,False,False,False
26900,Praha 9,77,4,True,3,4.0,Dřevostavba,Velmi dobrý,Osobní,No,No,False,False,False,False
14900,Praha 3,25,1,False,3,,Cihlová,Velmi dobrý,Osobní,Yes,No,False,False,False,False
18900,Praha 5,50,2,False,2,3.0,Cihlová,Dobrý,Osobní,No,No,False,False,False,False
24000,Praha 1,33,2,False,2,,Cihlová,Po rekonstrukci,Osobní,Yes,No,False,False,False,False
60000,Praha 1,120,4,False,6,,Smíšená,Po rekonstrukci,Osobní,Unknown,Yes,True,False,False,False
23800,Praha 8,32,1,False,5,,Smíšená,Novostavba,Osobní,Unknown,Yes,False,False,True,False
23800,Praha 8,32,1,False,5,12.0,Smíšená,Novostavba,Osobní,Yes,Yes,False,False,True,False
31700,Praha 5,79,3,False,1,2.0,Cihlová,Velmi dobrý,Osobní,No,Yes,True,False,False,False
25000,Praha 1,50,2,False,1,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
28000,Praha 5,71,2,False,2,9.0,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,True,False,False,False
130000,Praha 2,250,6,True,7,8.0,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,True,False,True
88598,Praha 3,138,3,False,3,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,False,False,True
30000,Praha 1,69,4,True,4,,Smíšená,Dobrý,Osobní,Yes,Yes,True,False,False,False
55000,Praha 6,106,4,False,4,5.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,True,True,False
46000,Praha 6,100,4,False,5,5.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,True,True,True,False
22000,Praha 1,35,1,False,3,3.0,Cihlová,Po rekonstrukci,Osobní,Yes,Unknown,False,True,False,False
35000,Praha 1,80,2,False,3,5.0,Cihlová,Po rekonstrukci,Osobní,Unknown,Yes,False,False,True,False
80000,Praha 5,141,6,True,2,5.0,Smíšená,Dobrý,Osobní,Yes,Yes,False,False,False,True
65000,Praha 6,200,4,False,3,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,True,False,True,True
17000,Praha 3,29,1,False,1,5.0,Cihlová,Novostavba,Osobní,Unknown,Unknown,False,False,False,False
42500,Praha 2,101,2,False,5,6.0,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,False,False
30000,Praha 6,63,2,False,3,6.0,Smíšená,Velmi dobrý,Osobní,No,Yes,False,True,True,True
22000,Praha 3,45,2,False,1,5.0,Cihlová,Novostavba,Osobní,Unknown,Unknown,False,False,False,False
25000,Praha 4,72,4,True,4,9.0,Panelová,Velmi dobrý,Družstevní,Yes,Yes,True,False,True,False
39000,Praha 2,95,3,True,5,5.0,Cihlová,Po rekonstrukci,Osobní,Unknown,Yes,False,True,False,False
110000,Praha 2,210,5,False,5,7.0,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,True,True,True
43000,Praha 1,48,2,True,2,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
17900,Praha 10,42,2,False,3,,Panelová,Velmi dobrý,Osobní,Partially,Yes,False,False,True,False
22500,Praha 8,50,2,False,3,5.0,Cihlová,Velmi dobrý,Osobní,Unknown,Yes,True,False,True,True
23000,Praha 4,50,2,False,2,13.0,Smíšená,Novostavba,Osobní,Partially,Yes,True,False,True,False
25000,Praha 4,49,3,True,3,7.0,Cihlová,Velmi dobrý,Osobní,Yes,No,True,False,False,False
28900,Praha 5,68,2,False,5,5.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,True,False,False,False
25900,Praha 5,58,2,False,4,6.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,True,False,False,False
68000,Praha 5,188,5,False,3,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,True,True,False,True
100000,Praha 1,129,4,True,2,6.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,False,False
21900,Praha 6,55,2,False,2,,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,True,False,True
38784,Praha 1,76,3,False,3,5.0,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
44900,Praha 1,91,3,False,5,,Cihlová,Po rekonstrukci,Osobní,Partially,Yes,False,False,True,False
16000,Praha 6,35,1,False,5,5.0,Cihlová,Velmi dobrý,Družstevní,Unknown,Unknown,False,True,True,False
100000,Praha 1,189,6,True,3,5.0,Cihlová,Po rekonstrukci,Osobní,No,No,False,True,True,True
25000,Praha 3,63,2,False,4,6.0,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,False,True,False
19000,Praha 3,27,1,False,0,,Cihlová,Dobrý,Osobní,Yes,Yes,False,True,False,False
62500,Praha 8,77,3,False,7,,Smíšená,Novostavba,Osobní,Yes,Yes,False,True,True,False
45000,Praha 8,117,3,False,4,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,False,True,False
66500,Praha 8,92,3,False,6,,Smíšená,Novostavba,Osobní,Yes,Yes,False,False,True,False
22500,Praha 3,47,1,False,8,,Cihlová,Novostavba,Osobní,Yes,Yes,True,True,True,True
34900,Praha 9,70,3,False,6,7.0,Skeletová,Velmi dobrý,Osobní,Partially,Yes,True,True,False,False
55000,Praha 6,106,4,False,3,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,True,False,True,True
22500,Praha 4,48,2,False,4,,Cihlová,Velmi dobrý,Družstevní,Unknown,Yes,True,False,False,True
25000,Praha 4,49,2,False,3,11.0,Panelová,Velmi dobrý,Osobní,No,Yes,False,False,False,False
42900,Praha 3,85,3,False,5,8.0,Cihlová,Dobrý,Osobní,Unknown,Yes,True,False,True,False
17900,Praha 9,60,3,False,2,8.0,Panelová,Dobrý,Osobní,Partially,Yes,True,False,True,False
38000,Praha 7,68,2,False,2,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,True
25000,Praha 5,45,2,False,4,6.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,True,False,False,False
35000,Praha 4,88,3,False,1,4.0,Cihlová,Novostavba,Osobní,Yes,Yes,False,True,True,True
21990,Praha 6,38,2,True,1,4.0,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,False
19000,Praha 6,37,1,False,1,6.0,Cihlová,Novostavba,Družstevní,Unknown,Yes,False,True,True,True
15000,Praha 4,22,1,False,2,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
18000,Praha 6,57,2,False,4,6.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,False,False,False
62500,Praha 2,160,5,True,3,5.0,Smíšená,Velmi dobrý,Osobní,No,Yes,False,False,False,False
22000,Praha 3,60,3,True,5,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
27000,Praha 3,43,2,False,4,,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,False,False
20000,Praha 2,33,1,False,0,,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,True,False,False
24000,Praha 6,47,2,False,1,5.0,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,True,False,False
7200,Praha 3,37,1,False,5,6.0,Cihlová,Po rekonstrukci,Státní/obecní,Unknown,Yes,False,True,True,False
9300,Praha 3,59,3,True,5,7.0,Cihlová,Po rekonstrukci,Státní/obecní,No,Yes,True,False,False,False
8300,Praha 3,55,2,False,1,6.0,Cihlová,Po rekonstrukci,Státní/obecní,No,Yes,False,False,False,False
22000,Praha 4,41,2,False,1,2.0,Cihlová,Novostavba,Osobní,No,Unknown,False,False,True,True
14300,Praha 3,93,3,True,4,6.0,Cihlová,Po rekonstrukci,Státní/obecní,Yes,Yes,False,False,True,False
6600,Praha 3,44,2,True,2,6.0,Cihlová,Po rekonstrukci,Státní/obecní,Unknown,Unknown,False,False,False,False
8100,Praha 3,51,2,True,2,5.0,Cihlová,Po rekonstrukci,Státní/obecní,No,Yes,False,False,True,False
6800,Praha 3,42,2,True,4,6.0,Cihlová,Po rekonstrukci,Státní/obecní,No,No,False,False,False,False
16000,Praha 10,44,2,False,3,,Panelová,Po rekonstrukci,Osobní,Unknown,Yes,False,False,True,False
20000,Praha 6,44,2,False,4,,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,False,False,False
52000,Praha 5,89,3,False,6,,Smíšená,Novostavba,Osobní,Yes,Yes,False,True,True,False
33000,Praha 5,53,2,False,2,,Smíšená,Novostavba,Osobní,Yes,Yes,False,False,True,False
15900,Praha 2,19,1,False,2,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
20000,Praha 8,45,3,False,3,4.0,Cihlová,Po rekonstrukci,Osobní,Yes,Unknown,False,False,False,False
19000,Praha 6,45,2,True,2,5.0,Cihlová,Velmi dobrý,Osobní,No,Unknown,False,False,True,False
21500,Praha 9,54,2,False,3,5.0,Cihlová,Novostavba,Osobní,No,Yes,True,False,True,True
19000,Praha 3,49,2,False,2,6.0,Cihlová,Velmi dobrý,Osobní,No,No,False,False,False,False
20000,Praha 5,85,3,False,4,4.0,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,False,False
34990,Praha 3,49,2,False,3,,Cihlová,Novostavba,Osobní,Partially,Yes,True,True,True,False
20900,Praha 3,36,1,False,2,11.0,Cihlová,Novostavba,Osobní,Partially,Yes,True,False,True,False
18000,Praha 4,49,2,False,12,17.0,Panelová,Velmi dobrý,Osobní,No,Yes,False,False,False,False
14000,Praha 2,60,3,True,1,4.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
22000,Praha 5,80,4,True,2,4.0,Cihlová,Velmi dobrý,Osobní,No,No,False,False,True,False
15500,Praha 9,18,1,False,6,,Smíšená,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
18990,Praha 10,59,2,False,2,4.0,Cihlová,Novostavba,Osobní,Partially,Yes,True,False,False,False
25999,Praha 8,43,2,False,3,4.0,Panelová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
22490,Praha 4,72,3,False,6,,Cihlová,Po rekonstrukci,Osobní,Partially,Yes,False,False,True,False
16000,Praha 10,60,3,True,2,6.0,Panelová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
39990,Praha 6,70,3,False,3,5.0,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,False,False
9500,Praha 6,25,1,False,1,4.0,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
35000,Praha 8,71,4,False,2,3.0,Cihlová,Po rekonstrukci,Osobní,Partially,No,False,False,False,True
15000,Praha 4,27,1,False,5,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,True,False
18500,Praha 5,36,1,False,4,6.0,Smíšená,Novostavba,Osobní,No,Yes,False,False,True,False
29000,Praha 5,67,3,False,1,8.0,Smíšená,Novostavba,Osobní,Partially,Yes,True,False,True,True
31999,Praha 4,84,4,True,3,4.0,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
28000,Praha 5,74,2,False,3,5.0,Smíšená,Velmi dobrý,Osobní,No,Yes,True,False,True,True
23000,Praha 8,42,2,False,4,5.0,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,False,False,False
30000,Praha 4,54,2,False,2,4.0,Smíšená,Novostavba,Osobní,No,Yes,False,True,True,True
18500,Praha 9,33,1,False,5,7.0,Smíšená,Novostavba,Osobní,No,Yes,False,False,False,False
15950,Praha 9,29,1,False,2,6.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,False,True,False
18500,Praha 10,28,1,False,5,,Cihlová,Novostavba,Družstevní,Unknown,Yes,True,False,True,True
24800,Praha 8,64,1,False,5,5.0,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,False,False
16800,Praha 4,33,1,False,5,8.0,Panelová,Velmi dobrý,Osobní,No,Yes,False,False,True,False
20000,Praha 9,47,1,False,1,,Cihlová,Novostavba,Osobní,Yes,Unknown,False,True,False,False
23900,Praha 3,28,1,False,4,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,True,False,False
37990,Praha 5,110,5,True,2,4.0,Cihlová,Velmi dobrý,Osobní,No,No,True,False,True,True
17500,Praha 3,27,1,False,4,6.0,Smíšená,Novostavba,Osobní,Partially,Yes,False,False,False,False
17500,Praha 10,17,1,False,0,,Panelová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
19000,Praha 4,35,3,False,3,,Skeletová,Po rekonstrukci,Osobní,No,No,False,False,False,False
40000,Praha 2,85,3,False,5,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
39900,Praha 5,117,3,False,2,4.0,Skeletová,Velmi dobrý,Osobní,Partially,Yes,True,True,True,True
19000,Praha 3,57,3,True,5,1.0,Cihlová,Dobrý,Osobní,No,Yes,True,False,False,False
39000,Praha 6,80,2,False,3,6.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,False,False
16000,Praha 8,35,2,False,2,11.0,Panelová,Velmi dobrý,Osobní,Yes,No,False,False,True,False
16500,Praha 10,25,1,False,4,,Cihlová,Novostavba,Družstevní,Unknown,Yes,True,False,False,True
34000,Praha 7,81,3,False,13,,Cihlová,Novostavba,Osobní,Unknown,Yes,True,False,True,False
42000,Praha 2,110,3,False,6,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,False
26000,Praha 10,51,2,False,3,7.0,Cihlová,Velmi dobrý,Osobní,Unknown,Yes,True,False,True,False
35000,Praha 2,130,3,False,7,7.0,Smíšená,Velmi dobrý,Osobní,Unknown,Yes,False,False,False,False
27500,Praha 3,72,3,False,5,8.0,Panelová,Dobrý,Osobní,Partially,Yes,True,False,False,False
34900,Praha 8,102,4,True,3,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
27000,Praha 4,62,3,False,3,6.0,Cihlová,Velmi dobrý,Osobní,Partially,No,False,False,False,False
17900,Praha 6,45,2,True,3,4.0,Cihlová,Po rekonstrukci,Osobní,Partially,No,True,False,False,False
50000,Praha 1,82,2,False,4,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,True
20000,Praha 9,47,1,False,1,4.0,Cihlová,Novostavba,Osobní,Yes,Yes,False,True,False,False
28000,Praha 5,58,2,False,3,,Smíšená,Novostavba,Osobní,No,Unknown,False,True,True,True
18000,Praha 9,45,2,False,2,12.0,Panelová,Velmi dobrý,Osobní,Yes,Yes,False,False,True,False
10000,Praha 9,30,1,False,1,2.0,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,False
42000,Praha 10,88,4,False,5,5.0,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,True,True,False
40000,Praha 3,90,3,False,2,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,True,False
14900,Praha 9,27,1,False,5,7.0,Cihlová,Novostavba,Osobní,No,Yes,True,False,False,False
38000,Praha 6,87,4,True,3,3.0,Cihlová,Velmi dobrý,Osobní,Partially,Unknown,False,True,True,False
14000,Praha 3,30,1,False,2,5.0,Cihlová,Po rekonstrukci,Osobní,Partially,Yes,False,False,True,False
13000,Praha 4,30,2,True,9,10.0,Panelová,Po rekonstrukci,Osobní,Yes,Yes,False,False,True,False
20900,Praha 2,56,1,False,6,6.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
18000,Praha 10,30,1,False,10,20.0,Cihlová,Novostavba,Osobní,Partially,Yes,False,False,False,True
18000,Praha 5,45,2,False,8,,Panelová,Velmi dobrý,Osobní,Partially,Yes,False,False,False,False
27500,Praha 4,57,3,False,7,8.0,Panelová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,True,False
24900,Praha 8,64,4,True,5,9.0,Panelová,Velmi dobrý,Osobní,No,Yes,True,False,True,False
24900,Praha 3,41,2,False,5,,Smíšená,Po rekonstrukci,Osobní,Partially,Yes,False,False,True,False
16800,Praha 3,31,2,True,3,4.0,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,False
16000,Praha 6,42,2,True,1,1.0,Cihlová,V rekonstrukci,Osobní,Unknown,Unknown,False,False,False,False
20000,Praha 5,48,2,False,2,5.0,Cihlová,Novostavba,Osobní,Partially,Yes,True,False,True,True
15000,Praha 9,15,1,False,2,2.0,Cihlová,Po rekonstrukci,Osobní,No,Unknown,False,False,False,False
29000,Praha 1,63,2,False,5,5.0,Cihlová,Po rekonstrukci,Osobní,Partially,Yes,False,False,True,False
18000,Praha 9,34,1,False,4,10.0,Cihlová,Novostavba,Osobní,Partially,Yes,True,False,True,True
37900,Praha 1,79,2,False,5,5.0,Cihlová,Po rekonstrukci,Osobní,Partially,Yes,False,False,True,False
22500,Praha 4,82,3,False,2,2.0,Cihlová,Po rekonstrukci,Osobní,Yes,Unknown,True,False,False,False
19000,Praha 9,34,1,False,7,13.0,Cihlová,Novostavba,Osobní,Yes,Yes,False,True,False,False
20500,Praha 10,55,2,False,4,7.0,Cihlová,Novostavba,Osobní,Partially,Yes,True,False,False,True
87000,Praha 1,151,5,True,3,6.0,Smíšená,Velmi dobrý,Osobní,No,Yes,True,False,False,False
31900,Praha 5,60,3,False,2,4.0,Smíšená,Po rekonstrukci,Osobní,Yes,Yes,False,False,True,False
25000,Praha 5,56,2,False,2,4.0,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,False,True,False
16600,Praha 3,107,4,True,4,6.0,Cihlová,Po rekonstrukci,Státní/obecní,No,Yes,False,False,False,False
17000,Praha 4,45,2,False,3,14.0,Panelová,Velmi dobrý,Družstevní,No,Unknown,False,False,True,False
22000,Praha 5,42,2,False,3,6.0,Skeletová,Novostavba,Osobní,No,Yes,True,False,True,False
15500,Praha 5,25,1,False,1,5.0,Cihlová,Po rekonstrukci,Osobní,Yes,Unknown,False,False,False,False
19000,Praha 9,54,2,False,5,11.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,True,False,False,False
19000,Praha 5,29,1,False,6,,Skeletová,Novostavba,Osobní,Unknown,Unknown,True,False,False,True
28000,Praha 5,141,3,False,1,2.0,Cihlová,Velmi dobrý,Osobní,Partially,Unknown,True,False,False,True
15000,Praha 4,39,1,False,2,3.0,Cihlová,Velmi dobrý,Osobní,No,Unknown,True,False,False,False
24600,Praha 2,49,2,False,8,8.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,True,False
62500,Praha 2,160,5,True,2,5.0,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,False,False
23000,Praha 3,49,2,False,5,6.0,Smíšená,Velmi dobrý,Osobní,No,Yes,False,False,False,False
26000,Praha 7,60,3,True,5,,Cihlová,Velmi dobrý,Osobní,Unknown,Yes,False,False,False,False
21500,Praha 9,33,1,False,2,,Skeletová,Novostavba,Osobní,Partially,Yes,True,False,True,False
21000,Praha 4,50,2,False,2,4.0,Smíšená,Velmi dobrý,Osobní,Partially,Unknown,False,False,False,False
29000,Praha 8,42,1,False,3,,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,False,False,False
24000,Praha 5,40,2,False,4,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,True,False
11000,Praha 8,25,1,False,6,8.0,Panelová,Velmi dobrý,Osobní,Partially,Yes,False,False,True,False
22000,Praha 9,60,2,False,1,5.0,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
32000,Praha 9,68,2,False,2,,Smíšená,Novostavba,Osobní,Unknown,Unknown,False,False,True,True
33000,Praha 6,86,3,False,3,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,True,False,False,False
22000,Praha 10,64,2,False,6,6.0,Cihlová,Novostavba,Osobní,No,Yes,True,False,True,True
29900,Praha 5,83,4,True,7,6.0,Cihlová,Velmi dobrý,Osobní,Unknown,Yes,True,False,False,True
33990,Praha 5,84,3,True,0,,Cihlová,Novostavba,Osobní,Partially,Yes,True,True,False,False
28000,Praha 9,59,3,False,1,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,True,False,True
24990,Praha 2,63,3,True,2,,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,False,False,False
17990,Praha 3,42,2,False,2,3.0,Cihlová,Velmi dobrý,Osobní,Unknown,No,False,False,False,False
17461,Praha 2,38,2,False,5,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
16990,Praha 5,32,2,True,4,,Cihlová,Dobrý,Osobní,Yes,Yes,True,True,False,False
30500,Praha 9,69,2,False,2,,Smíšená,Novostavba,Osobní,Unknown,Unknown,False,False,True,True
29800,Praha 4,67,3,False,5,6.0,Panelová,Po rekonstrukci,Osobní,Partially,Yes,False,False,True,True
21500,Praha 10,56,2,False,3,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,True,False,False,False
23000,Praha 5,46,3,True,6,8.0,Panelová,Velmi dobrý,Osobní,Partially,Yes,False,False,True,False
39000,Praha 2,110,3,False,4,,Cihlová,Po rekonstrukci,Osobní,Partially,Yes,False,False,True,False
18000,Praha 1,34,2,True,6,,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,False,False,False
22000,Praha 3,47,2,False,1,5.0,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,False,False
18000,Praha 10,43,2,False,6,,Panelová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,True,False
27000,Praha 3,61,2,False,2,,Cihlová,Velmi dobrý,Osobní,Partially,Unknown,True,False,False,False
19800,Praha 5,41,1,False,5,,Skeletová,Novostavba,Osobní,Yes,Yes,True,False,False,False
16990,Praha 5,32,2,False,4,,Cihlová,Dobrý,Osobní,Yes,Yes,True,True,False,False
25000,Praha 8,55,2,False,2,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
28000,Praha 8,73,4,True,6,12.0,Panelová,Velmi dobrý,Osobní,Partially,Yes,True,False,False,False
22000,Praha 9,56,2,False,6,,Cihlová,Novostavba,Osobní,Unknown,Unknown,True,False,False,True
12000,Praha 4,27,1,False,10,20.0,Panelová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
23000,Praha 2,35,2,False,1,5.0,Cihlová,Dobrý,Osobní,Unknown,Unknown,False,False,False,False
24800,Praha 8,65,2,True,4,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
25000,Praha 7,47,2,False,2,,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,False,False,False
26000,Praha 7,56,2,False,3,,Cihlová,Velmi dobrý,Osobní,Unknown,Yes,True,False,True,False
14500,Praha 2,38,2,False,1,,Cihlová,Velmi dobrý,Osobní,Yes,No,False,False,False,False
39000,Praha 5,107,4,False,2,,Cihlová,Velmi dobrý,Osobní,No,Unknown,False,False,False,False
44000,Praha 6,87,3,False,2,4.0,Smíšená,Velmi dobrý,Osobní,Partially,Yes,False,True,True,False
31000,Praha 2,60,2,False,1,,Cihlová,Po rekonstrukci,Osobní,Yes,Unknown,False,False,False,False
26000,Praha 9,63,2,False,5,7.0,Cihlová,Novostavba,Osobní,Unknown,Yes,False,True,True,True
20000,Praha 5,40,2,True,0,,Cihlová,Dobrý,Družstevní,Partially,Unknown,False,False,False,False
18500,Praha 4,40,2,False,14,17.0,Panelová,Velmi dobrý,Osobní,Partially,Yes,False,False,False,True
37000,Praha 9,112,4,False,2,4.0,Cihlová,Velmi dobrý,Osobní,Yes,No,True,False,False,True
23900,Praha 8,44,3,False,1,4.0,Panelová,Po rekonstrukci,Osobní,No,No,False,False,True,False
22000,Praha 9,56,2,False,4,6.0,Smíšená,Velmi dobrý,Osobní,Partially,No,True,False,True,False
17000,Praha 5,35,1,False,1,10.0,Panelová,Velmi dobrý,Osobní,No,No,False,False,False,False
15500,Praha 9,30,1,False,2,,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,False,False
